satisfactory_Level,last_Evaluation,number_Of_Projects,avg_Monthly_Hours,time_Spent_Company,work_Accident,left,promotion_In_Last5years,dept,salary
2106,0.81,0.8,4,229,2,0,0,0,sales,medium
2107,0.81,0.69,5,134,2,0,0,0,sales,medium
2108,0.5,0.75,5,255,3,0,0,0,sales,medium
2109,0.76,0.74,3,183,3,0,0,0,sales,medium
2110,0.49,0.71,3,154,2,0,0,0,sales,medium
2111,0.73,0.48,4,139,5,0,0,0,sales,medium
2112,0.88,0.74,5,245,2,0,0,0,sales,medium
2113,0.79,0.91,4,200,3,0,0,0,sales,medium
2114,0.83,0.98,3,159,2,0,0,0,sales,medium
2115,0.21,0.44,4,163,6,0,0,0,sales,high
2116,0.87,0.52,3,158,2,1,0,0,sales,low
2117,1.0,0.89,3,194,3,0,0,0,sales,medium
2118,0.63,0.64,3,174,2,0,0,0,accounting,medium
2119,0.54,0.5,2,123,4,1,0,0,accounting,low
2120,1.0,0.59,4,174,3,0,0,0,hr,low
2121,0.65,0.96,5,173,2,0,0,0,hr,low
2122,0.15,0.93,4,185,5,0,0,0,hr,low
2123,0.86,0.55,5,219,2,0,0,0,technical,medium
2124,0.71,0.62,3,258,2,0,0,0,technical,medium
2125,0.72,0.82,5,287,3,0,0,0,technical,medium
2126,0.84,0.37,5,186,2,0,0,0,technical,medium
2127,0.93,0.77,5,106,5,0,0,0,technical,medium
2128,0.71,0.64,4,189,3,0,0,0,technical,medium
2129,0.75,0.96,3,252,3,0,0,0,technical,medium
2130,0.56,0.68,4,220,2,0,0,0,support,medium
2131,0.63,0.83,4,145,4,0,0,0,support,medium
2132,0.59,0.91,4,142,3,1,0,0,support,medium
2133,0.77,0.62,3,218,2,0,0,0,support,medium
2134,0.84,0.49,4,178,3,0,0,0,support,medium
2135,0.9,0.74,5,249,3,0,0,0,support,medium
2136,0.94,0.7,5,147,2,0,0,0,support,medium
2137,0.97,0.85,4,219,3,0,0,0,technical,medium
2138,0.55,0.63,4,218,2,0,0,0,management,medium
2139,0.57,0.65,5,177,2,0,0,0,IT,high
2140,0.89,0.81,4,228,4,0,0,0,IT,high
2141,0.66,0.59,3,204,3,0,0,0,product_mng,high
2142,0.98,0.95,4,250,2,1,0,0,product_mng,high
2143,0.57,0.73,3,146,3,0,0,0,IT,high
2144,0.67,0.55,3,217,2,0,0,0,RandD,high
2145,0.12,0.61,6,172,6,0,0,0,RandD,high
2146,0.48,0.95,3,184,2,0,0,0,RandD,high
2147,0.61,0.97,3,148,3,0,0,0,RandD,low
2148,0.95,0.98,5,155,3,0,0,0,accounting,low
2149,0.58,0.9,4,175,3,1,0,0,management,low
2150,0.93,0.94,4,156,3,1,0,0,marketing,low
2151,0.34,0.63,5,248,3,0,0,0,sales,low
2152,0.87,0.75,4,218,2,0,0,0,sales,low
2153,0.52,0.96,5,251,2,1,0,0,sales,low
2154,0.65,0.51,4,157,3,1,0,0,sales,medium
2155,0.74,0.59,3,274,3,0,0,0,sales,medium
2156,0.63,0.7,5,182,3,0,0,0,sales,medium
2157,0.65,1.0,4,249,3,0,0,0,sales,medium
2158,0.48,0.94,3,162,3,1,0,0,sales,medium
2159,0.56,0.57,3,143,2,0,0,0,sales,medium
2160,0.13,0.8,5,203,5,0,0,0,sales,medium
2161,0.91,0.42,2,142,3,1,0,0,sales,medium
2162,0.97,0.97,5,171,2,0,0,0,sales,high
2163,0.57,0.87,4,148,3,0,0,0,sales,high
2164,0.84,0.74,4,226,2,0,0,0,accounting,high
2165,0.17,0.93,5,183,5,0,0,0,accounting,high
2166,0.97,0.86,5,135,3,0,0,0,hr,high
2167,0.94,0.66,3,236,2,0,0,0,hr,high
2168,0.83,0.61,5,257,2,0,0,0,hr,low
2169,0.91,0.73,3,155,3,0,0,0,hr,low
2170,0.9,0.76,2,211,4,0,0,0,technical,low
2171,0.95,0.86,3,207,2,0,0,0,technical,low
2172,0.69,0.95,3,126,6,0,0,0,technical,low
2173,0.67,0.61,3,202,2,0,0,0,technical,medium
2174,0.76,0.62,3,150,2,1,0,0,technical,medium
2175,0.19,0.78,5,156,6,0,0,0,technical,medium
2176,0.66,0.59,5,262,2,0,0,0,technical,medium
2177,0.95,0.78,4,225,2,0,0,0,support,medium
2178,0.48,0.57,5,227,3,0,0,0,support,medium
2179,0.95,0.5,4,242,2,0,0,0,support,medium
2180,0.7,0.67,4,224,3,0,0,0,support,medium
2181,0.48,0.61,3,223,3,1,0,0,support,medium
2182,0.62,0.58,3,202,2,0,0,0,support,medium
2183,0.79,0.65,2,193,5,0,0,0,support,medium
2184,0.58,0.73,3,165,2,0,0,0,technical,medium
2185,0.59,0.79,4,209,2,0,0,0,technical,medium
2186,0.71,0.59,4,138,3,0,0,0,management,medium
2187,0.9,0.74,5,152,3,0,0,0,IT,medium
2188,0.74,0.63,4,170,2,0,0,0,IT,medium
2189,0.66,0.93,5,185,3,0,0,0,IT,medium
2190,0.92,0.53,2,249,2,0,0,0,IT,high
2191,0.55,0.51,4,155,3,0,0,0,IT,low
2192,0.51,0.43,3,204,4,0,0,0,product_mng,medium
2193,0.88,0.52,5,264,4,0,0,0,product_mng,medium
2194,0.6,0.8,4,146,2,0,0,0,product_mng,medium
2195,0.86,0.59,3,215,3,0,0,0,RandD,medium
2196,0.78,0.98,4,239,3,0,0,0,RandD,medium
2197,0.63,0.86,3,245,2,0,0,0,marketing,low
2198,0.54,0.61,3,182,2,0,0,0,sales,low
2199,0.51,0.52,3,164,3,0,0,0,support,low
2200,0.88,0.86,5,257,3,0,0,0,technical,low
2201,0.87,0.93,3,178,3,0,0,0,management,low
2202,0.54,0.5,4,224,3,0,0,0,marketing,low
2203,0.96,0.67,5,170,3,0,0,0,marketing,high
2204,0.21,0.57,5,239,3,0,0,0,sales,high
2205,0.52,0.54,4,184,3,0,0,0,sales,low
2206,0.69,0.63,3,226,3,0,0,0,sales,low
2207,0.61,0.74,2,143,6,0,0,0,sales,medium
2208,0.5,0.82,3,213,3,0,0,0,sales,high
2209,0.73,0.68,5,190,2,0,0,0,sales,medium
2210,0.7,0.77,2,235,3,1,0,0,sales,medium
2211,0.27,0.62,6,136,3,0,0,0,sales,high
2212,0.45,0.6,6,176,4,0,0,0,sales,medium
2213,0.63,0.64,4,212,4,0,0,0,sales,medium
2214,0.76,0.52,2,148,3,0,0,0,sales,high
2215,0.42,0.74,6,218,6,0,0,0,sales,medium
2216,0.82,0.75,3,230,4,1,0,0,accounting,medium
2217,0.82,0.65,4,210,2,0,0,0,accounting,medium
2218,0.53,0.73,4,227,3,0,0,0,hr,medium
2219,0.68,0.89,3,241,3,0,0,0,hr,low
2220,0.68,0.99,3,247,2,1,0,0,technical,low
2221,0.48,0.86,5,246,3,0,0,0,technical,low
2222,0.21,0.7,3,104,2,0,0,0,technical,low
2223,0.99,0.73,5,197,4,1,0,0,technical,low
2224,1.0,0.88,4,191,4,0,0,0,technical,low
2225,0.84,0.51,4,173,2,0,0,0,technical,low
2226,0.86,0.82,2,207,4,1,0,0,technical,low
2227,0.52,0.54,5,247,4,0,0,0,technical,high
2228,0.94,0.97,5,197,5,1,0,0,technical,low
2229,0.55,0.81,3,242,2,0,0,0,technical,low
2230,0.79,0.59,3,145,2,0,0,0,support,low
2231,0.91,0.9,4,174,3,0,0,0,support,low
2232,0.72,0.68,4,238,3,0,0,0,support,low
2233,0.68,0.85,4,156,2,0,0,0,support,low
2234,0.99,0.96,5,261,3,0,0,0,support,high
2235,0.74,0.85,5,135,2,0,0,0,support,low
2236,0.8,0.41,6,185,4,0,0,0,support,medium
2237,0.56,0.95,3,241,3,0,0,0,support,medium
2238,0.88,0.98,3,263,3,1,0,0,technical,high
2239,0.64,0.95,3,218,2,0,0,0,technical,medium
2240,0.82,0.58,4,183,3,0,0,0,management,medium
2241,0.17,0.78,6,284,4,0,0,0,IT,medium
2242,0.99,0.9,4,164,3,0,0,0,product_mng,high
2243,0.94,0.88,4,270,3,0,0,0,IT,medium
2244,0.59,0.92,4,196,2,0,0,0,RandD,medium
2245,0.93,0.89,4,209,2,0,0,0,RandD,medium
2246,0.71,0.39,3,261,3,0,0,0,RandD,medium
2247,0.6,0.6,3,221,2,0,0,0,RandD,medium
2248,0.91,0.57,4,145,3,0,0,0,marketing,medium
2249,0.78,0.96,4,111,2,0,0,0,sales,high
2250,0.52,0.63,4,232,3,0,0,0,accounting,low
2251,0.99,0.7,5,195,3,0,0,0,support,low
2252,0.74,0.68,4,194,2,0,0,0,management,high
2253,0.57,0.54,3,140,3,0,0,0,marketing,low
2254,0.67,0.6,3,157,3,0,0,0,marketing,low
2255,0.8,0.93,4,258,3,0,0,0,sales,high
2256,0.83,0.82,5,273,4,0,0,0,sales,low
2257,0.69,0.53,3,135,2,0,0,0,sales,low
2258,0.64,0.83,3,188,4,0,0,0,sales,low
2259,0.95,0.52,5,222,2,0,0,0,sales,low
2260,0.97,0.52,4,231,3,0,0,0,sales,low
2261,0.85,0.86,3,255,2,0,0,0,sales,low
2262,0.72,0.51,3,254,2,0,0,0,sales,low
2263,0.13,0.67,5,234,6,0,0,0,sales,medium
2264,0.82,0.54,4,191,3,0,0,0,sales,medium
2265,0.55,0.69,3,225,2,0,0,0,sales,medium
2266,0.89,0.91,5,156,4,0,0,0,sales,medium
2267,0.79,0.55,3,147,3,0,0,0,sales,medium
2268,0.89,0.7,4,235,2,1,0,0,accounting,high
2269,1.0,0.66,4,238,4,0,0,0,accounting,low
2270,0.43,0.72,3,258,4,0,0,0,hr,medium
2271,0.71,0.55,5,224,3,0,0,0,hr,medium
2272,0.98,0.59,4,149,2,0,0,0,hr,medium
2273,0.71,0.53,3,186,2,0,0,0,technical,low
2274,0.99,0.6,4,259,4,0,0,0,technical,low
2275,0.34,0.62,3,119,2,0,0,0,technical,low
2276,0.58,0.91,3,223,2,0,0,0,technical,low
2277,0.98,0.6,2,249,3,0,0,0,technical,low
2278,0.55,0.79,3,162,2,0,0,0,technical,low
2279,0.62,0.91,4,231,3,0,0,0,technical,low
2280,0.74,0.91,2,264,3,0,0,0,support,low
2281,0.69,0.96,3,210,3,0,0,0,support,low
2282,0.56,0.75,4,249,3,0,0,0,support,low
2283,0.58,0.86,5,206,3,0,0,0,support,low
2284,0.21,0.66,4,165,5,0,0,0,support,low
2285,0.52,0.85,5,183,3,0,0,0,support,low
2286,0.98,0.7,4,253,2,0,0,0,support,low
2287,0.85,0.97,3,256,3,0,0,0,support,low
2288,0.63,0.61,3,234,3,1,0,0,technical,medium
2289,0.71,0.69,2,172,3,0,0,0,technical,medium
2290,0.36,0.55,6,226,6,0,0,0,management,medium
2291,0.59,0.55,4,235,2,0,0,0,IT,medium
2292,0.5,0.53,4,263,3,0,0,0,IT,medium
2293,0.88,0.66,4,271,3,1,0,0,IT,medium
2294,0.71,0.56,4,238,4,0,0,0,product_mng,medium
2295,0.89,0.54,3,214,2,0,0,0,product_mng,medium
2296,0.71,0.67,3,264,3,0,0,0,IT,medium
2297,0.88,0.88,3,214,2,1,0,0,RandD,low
2298,0.62,0.67,2,153,3,0,0,0,marketing,low
2299,0.24,0.48,5,123,5,1,0,0,sales,low
2300,0.15,0.36,5,159,2,0,0,0,accounting,low
2301,0.92,0.82,3,185,3,0,0,0,support,low
2302,0.74,0.7,4,167,3,1,0,0,technical,low
2303,0.96,0.61,3,140,3,0,0,0,marketing,low
2304,0.54,0.6,4,141,3,0,0,0,marketing,low
2305,0.99,0.87,4,190,2,0,0,0,marketing,low
2306,0.96,0.75,5,176,4,0,0,0,sales,low
2307,0.73,0.73,4,194,2,0,0,0,sales,low
2308,0.58,0.72,5,234,3,1,0,0,sales,low
2309,0.9,0.99,4,190,2,0,0,0,sales,low
2310,0.99,0.37,5,155,3,0,0,0,sales,low
2311,0.89,0.58,4,232,2,0,0,0,sales,low
2312,0.72,0.95,4,216,3,0,0,0,sales,low
2313,0.77,0.8,3,207,3,0,0,0,sales,low
2314,0.89,0.86,3,178,4,0,0,0,sales,medium
2315,0.59,0.81,4,173,2,0,0,0,sales,medium
2316,0.24,0.87,5,268,5,0,0,0,sales,medium
2317,0.94,0.59,6,212,2,0,0,0,sales,medium
2318,0.74,0.5,4,216,3,0,0,0,sales,medium
2319,0.63,0.62,5,212,6,0,0,0,sales,medium
2320,0.63,0.59,3,155,3,1,0,0,sales,medium
2321,0.77,0.65,4,164,2,0,0,0,sales,medium
2322,0.79,0.61,4,136,3,0,0,0,accounting,medium
2323,0.86,0.87,3,205,4,0,0,0,hr,low
2324,0.9,0.79,4,236,3,1,0,0,technical,medium
2325,0.95,0.93,3,209,2,0,0,0,technical,low
2326,0.79,0.48,4,178,2,0,0,0,technical,low
2327,0.13,0.91,4,175,5,0,0,0,technical,low
2328,0.63,0.54,3,145,2,1,0,0,technical,low
2329,0.81,0.76,5,134,2,0,0,0,technical,low
2330,0.49,0.76,3,208,2,0,0,0,technical,low
2331,0.87,0.59,5,154,3,0,0,0,support,low
2332,0.78,0.92,5,137,2,0,0,0,support,low
2333,0.85,0.67,4,228,4,0,0,0,support,low
2334,0.86,0.93,2,260,2,0,0,0,support,low
2335,0.71,0.96,4,161,3,0,0,0,support,low
2336,0.83,0.99,4,226,2,0,0,0,technical,low
2337,0.52,0.49,4,249,4,1,0,0,technical,medium
2338,0.66,0.87,3,186,2,0,0,0,IT,medium
2339,0.74,0.97,2,135,4,0,0,0,IT,medium
2340,0.81,0.76,5,198,4,0,0,0,IT,medium
2341,0.67,0.55,3,175,2,0,0,0,IT,medium
2342,0.65,0.36,2,282,3,0,0,0,product_mng,medium
2343,0.81,0.6,4,179,3,0,0,0,product_mng,medium
2344,0.5,0.56,4,266,2,0,0,0,RandD,low
2345,0.21,0.42,4,269,4,1,0,0,RandD,medium
2346,0.79,0.67,3,264,2,0,0,0,RandD,medium
2347,0.66,0.57,3,161,2,1,0,0,RandD,medium
2348,0.82,0.95,3,203,3,0,0,0,RandD,medium
2349,0.85,0.85,4,258,2,0,0,0,marketing,low
2350,0.5,0.62,4,166,3,1,0,0,support,low
2351,0.52,0.82,3,192,3,0,0,0,technical,low
2352,0.13,0.87,3,185,4,1,0,0,management,low
2353,0.87,0.98,4,173,3,0,0,0,marketing,low
2354,0.53,0.98,2,163,3,0,0,0,marketing,low
2355,0.64,0.86,5,274,2,1,0,0,sales,low
2356,0.79,0.67,4,267,3,0,0,0,sales,low
2357,0.74,0.89,3,160,2,0,0,0,sales,low
2358,0.94,0.6,3,193,3,0,0,0,sales,low
2359,0.93,0.84,3,237,4,1,0,0,sales,low
2360,0.57,0.92,6,267,4,0,0,0,sales,medium
2361,0.58,0.61,4,210,3,0,0,0,sales,medium
2362,0.66,0.48,4,229,4,0,0,0,sales,medium
2363,0.59,0.66,3,186,3,0,0,0,sales,medium
2364,0.96,0.5,3,234,2,1,0,0,sales,medium
2365,0.93,0.92,3,205,3,0,0,0,sales,medium
2366,0.54,0.72,3,148,4,0,0,0,accounting,medium
2367,0.54,0.77,5,270,3,0,0,0,accounting,medium
2368,0.87,0.62,3,176,3,0,0,0,accounting,high
2369,0.79,0.91,3,226,2,0,0,0,hr,low
2370,0.83,0.57,3,232,4,0,0,0,hr,medium
2371,0.29,0.42,6,253,3,0,0,0,hr,medium
2372,0.8,0.7,6,231,4,0,0,0,technical,medium
2373,0.29,0.81,3,189,6,0,0,0,technical,low
2374,0.43,0.85,6,168,2,0,0,0,technical,low
2375,0.86,0.51,4,152,3,0,0,0,technical,low
2376,0.66,0.68,3,258,3,0,0,0,technical,low
2377,0.57,0.99,3,205,3,0,0,0,technical,low
2378,0.88,0.88,3,153,3,0,0,0,technical,low
2379,0.82,0.71,4,164,4,0,0,0,support,low
2380,0.82,0.67,3,213,2,0,0,0,support,low
2381,0.15,0.52,4,265,6,0,0,0,support,low
2382,0.16,0.88,6,218,3,0,0,0,support,low
2383,0.95,0.4,5,286,4,0,0,0,support,low
2384,0.85,0.89,4,251,2,0,0,0,support,low
2385,0.58,0.6,3,110,3,1,0,0,support,low
2386,0.96,0.71,4,210,3,0,0,0,technical,medium
2387,0.73,0.83,2,167,3,0,0,0,technical,medium
2388,0.5,0.6,3,270,3,1,0,0,management,medium
2389,0.81,0.83,3,133,3,1,0,0,IT,medium
2390,0.64,0.38,6,215,3,0,0,0,IT,medium
2391,0.71,0.36,4,278,4,1,0,0,product_mng,high
2392,0.52,0.89,5,193,4,0,0,0,RandD,medium
2393,0.84,0.85,4,246,2,0,0,0,marketing,low
2394,1.0,0.53,3,142,3,0,0,0,sales,low
2395,0.72,0.76,4,144,3,1,0,0,accounting,low
2396,0.66,0.75,6,100,4,1,0,0,support,low
2397,0.64,0.71,5,212,2,0,0,0,technical,low
2398,0.75,0.59,5,206,2,0,0,0,marketing,low
2399,0.81,0.77,4,197,3,0,0,0,marketing,low
2400,0.32,0.97,6,272,2,0,0,0,sales,low
2401,0.48,0.5,4,173,3,0,0,0,sales,low
2402,0.77,0.86,5,282,4,0,0,0,sales,low
2403,0.76,0.8,2,219,4,1,0,0,sales,low
2404,0.72,0.79,4,192,4,0,0,0,sales,low
2405,0.87,0.91,5,190,2,0,0,0,sales,low
2406,0.59,0.57,2,156,2,0,0,0,sales,low
2407,0.7,0.64,3,180,2,0,0,0,sales,low
2408,0.58,0.62,3,169,2,0,0,0,sales,medium
2409,0.64,0.66,3,188,4,0,0,0,sales,medium
2410,0.95,0.71,3,263,2,1,0,0,sales,medium
2411,0.71,0.63,5,224,3,1,0,0,sales,medium
2412,0.6,0.95,3,266,3,0,0,0,sales,medium
2413,0.91,0.68,3,218,3,1,0,0,accounting,medium
2414,0.23,0.64,5,150,5,0,0,0,hr,medium
2415,0.99,0.49,4,270,2,0,0,0,hr,low
2416,0.61,0.94,3,224,4,0,0,0,technical,medium
2417,0.52,0.92,3,150,2,1,0,0,technical,medium
2418,0.18,0.7,5,182,4,0,0,0,technical,low
2419,0.21,0.93,4,243,4,0,0,0,technical,low
2420,0.15,0.67,6,209,5,0,0,0,technical,low
2421,0.97,0.53,4,195,4,0,0,0,technical,low
2422,0.35,0.66,2,140,2,0,0,0,support,medium
2423,0.88,0.58,4,147,4,0,0,0,support,medium
2424,0.58,0.97,3,265,3,0,0,0,support,medium
2425,0.61,0.78,3,238,2,0,0,0,support,medium
2426,0.59,0.98,3,155,3,0,0,0,support,medium
2427,0.55,0.41,4,132,5,1,0,0,support,medium
2428,0.52,0.8,5,257,3,0,0,0,support,medium
2429,0.17,0.84,5,216,4,0,0,0,support,medium
2430,0.95,0.49,4,269,4,0,0,0,support,medium
2431,1.0,0.73,3,205,2,0,0,0,technical,medium
2432,0.73,0.96,2,151,3,0,0,0,technical,medium
2433,0.63,0.8,4,256,4,0,0,0,management,medium
2434,0.75,0.83,4,229,2,0,0,0,IT,medium
2435,0.72,0.53,3,151,4,0,0,0,IT,medium
2436,0.85,0.63,3,167,3,0,0,0,product_mng,medium
2437,0.24,0.94,4,146,4,0,0,0,product_mng,medium
2438,0.69,0.53,4,281,4,0,0,0,product_mng,medium
2439,0.76,0.74,4,235,3,0,0,0,RandD,high
2440,0.88,0.59,6,243,4,0,0,0,RandD,high
2441,0.78,0.79,5,233,3,1,0,0,RandD,high
2442,0.36,0.42,3,206,5,0,0,0,marketing,high
2443,0.24,0.7,5,172,4,0,0,0,sales,high
2444,0.55,0.82,3,248,2,0,0,0,accounting,high
2445,0.57,0.82,3,267,3,0,0,0,management,high
2446,0.63,0.98,3,160,4,1,0,0,marketing,low
2447,0.49,0.92,5,176,3,0,0,0,marketing,low
2448,0.7,0.7,3,224,3,0,0,0,sales,low
2449,0.51,0.52,3,132,3,0,0,0,sales,low
2450,0.71,0.87,5,173,3,0,0,0,sales,low
2451,0.64,0.67,3,165,3,0,0,0,sales,low
2452,0.67,0.66,6,272,3,0,0,0,sales,low
2453,0.83,0.94,5,156,3,1,0,0,sales,low
2454,0.92,0.96,3,154,2,1,0,0,sales,low
2455,0.84,0.53,3,237,3,1,0,0,sales,low
2456,0.97,0.75,2,271,6,0,0,0,sales,low
2457,0.76,0.56,4,214,2,1,0,0,sales,medium
2458,0.84,0.89,3,234,2,0,0,0,sales,medium
2459,0.62,0.63,2,123,2,0,0,0,sales,medium
2460,0.77,0.76,3,201,4,0,0,0,accounting,medium
2461,0.79,0.93,5,160,4,1,0,0,accounting,medium
2462,0.97,0.5,3,173,2,0,0,0,accounting,medium
2463,0.59,0.61,4,141,2,1,0,0,hr,medium
2464,0.85,0.54,4,174,2,0,0,0,hr,medium
2465,0.7,0.57,4,211,3,0,0,0,hr,high
2466,0.42,0.86,2,108,5,0,0,0,technical,high
2467,0.96,0.75,4,165,3,0,0,0,technical,high
2468,0.62,0.97,5,180,2,0,0,0,technical,high
2469,0.68,0.7,3,209,3,0,0,0,technical,high
2470,0.7,0.91,4,181,2,1,0,0,technical,low
2471,0.65,0.55,4,250,2,0,0,0,technical,low
2472,0.48,0.59,2,179,2,0,0,0,technical,low
2473,0.75,0.73,3,225,4,0,0,0,support,low
2474,0.69,0.78,5,267,2,1,0,0,support,low
2475,0.34,0.46,2,169,2,1,0,0,support,low
2476,0.59,0.49,4,164,3,0,0,0,support,low
2477,0.94,0.95,4,155,3,0,0,0,support,medium
2478,0.79,0.7,4,268,2,0,0,0,support,medium
2479,0.54,0.61,4,151,4,1,0,0,support,medium
2480,0.73,0.95,3,156,2,0,0,0,support,medium
2481,0.98,0.93,5,203,2,0,0,0,technical,medium
2482,0.91,0.65,5,174,2,0,0,0,technical,medium
2483,0.72,0.91,3,239,2,0,0,0,management,medium
2484,0.86,0.96,4,146,3,0,0,0,IT,medium
2485,0.9,0.66,3,261,3,1,0,0,product_mng,medium
2486,0.95,0.49,4,229,3,0,0,0,product_mng,medium
2487,0.81,0.52,4,270,3,0,0,0,RandD,medium
2488,0.7,0.83,5,261,4,0,0,0,RandD,high
2489,0.66,0.64,4,204,2,0,0,0,RandD,low
2490,0.16,0.86,2,215,2,0,0,0,RandD,medium
2491,0.72,0.8,3,219,3,0,0,0,marketing,medium
2492,0.51,0.5,3,147,4,0,0,0,sales,medium
2493,0.59,0.63,5,243,2,0,0,0,accounting,medium
2494,0.66,0.4,2,155,5,1,0,0,support,medium
2495,0.69,0.94,4,235,3,0,0,0,management,medium
2496,0.89,0.79,5,257,3,0,0,0,marketing,medium
2497,0.91,0.91,3,167,3,0,0,0,marketing,medium
2498,0.96,0.53,5,224,4,0,0,0,sales,low
2499,0.8,0.58,5,127,3,0,0,0,sales,low
2500,0.55,0.77,3,256,3,1,0,0,sales,low
2501,0.93,0.63,4,233,2,0,0,0,sales,low
2502,0.54,0.48,3,152,2,0,0,0,sales,low
2503,0.48,0.76,5,236,2,0,0,0,sales,low
2504,0.19,0.99,3,154,2,0,0,0,sales,high
2505,0.96,0.81,4,211,3,0,0,0,sales,high
2506,0.63,0.89,4,192,2,0,0,0,sales,high
2507,0.81,0.8,4,227,2,1,0,0,sales,low
2508,0.5,0.88,4,265,3,1,0,0,sales,low
2509,0.76,0.72,5,228,2,0,0,0,sales,high
2510,0.84,0.49,4,152,3,0,0,0,sales,low
2511,0.2,0.95,5,169,5,0,0,0,sales,medium
2512,0.78,0.92,3,169,3,0,0,0,sales,high
2513,0.8,0.68,4,157,3,0,0,0,sales,medium
2514,0.44,0.74,5,253,2,0,0,0,accounting,medium
2515,0.92,0.85,3,155,2,0,0,0,accounting,medium
2516,0.54,0.8,3,232,2,0,0,0,accounting,high
2517,0.6,0.81,2,214,3,0,0,0,hr,high
2518,0.73,0.73,5,249,3,0,0,0,technical,medium
2519,0.55,0.74,3,211,3,1,0,0,technical,high
2520,0.7,0.71,5,269,3,0,0,0,technical,low
2521,0.53,0.68,4,214,3,0,0,0,technical,medium
2522,0.8,0.78,3,175,3,0,0,0,technical,medium
2523,0.51,0.6,5,175,3,0,0,0,technical,medium
2524,0.63,0.79,4,228,4,0,0,0,technical,low
2525,0.83,0.93,3,220,4,0,0,0,technical,low
2526,0.85,0.55,4,233,2,1,0,0,technical,low
2527,0.8,0.57,3,225,4,0,0,0,support,low
2528,0.79,0.97,5,187,3,0,0,0,support,low
2529,0.37,0.71,3,117,3,0,0,0,support,low
2530,0.85,0.9,3,184,3,1,0,0,support,low
2531,0.55,0.63,3,201,2,1,0,0,support,high
2532,0.69,0.69,4,167,3,1,0,0,support,low
2533,0.69,0.9,5,231,2,1,0,0,support,low
2534,0.65,0.7,3,141,4,0,0,0,support,low
2535,0.17,0.88,6,226,3,1,0,0,technical,high
2536,0.8,0.67,3,164,3,0,0,0,IT,high
2537,0.8,0.6,5,234,2,0,0,0,IT,low
2538,0.95,0.87,3,208,2,0,0,0,IT,high
2539,0.69,0.93,3,233,3,0,0,0,IT,medium
2540,0.74,0.57,4,172,3,0,0,0,product_mng,high
2541,0.68,0.59,3,141,3,0,0,0,product_mng,medium
2542,0.68,0.55,3,213,3,0,0,0,product_mng,medium
2543,0.19,0.8,6,143,4,0,0,0,RandD,medium
2544,0.95,0.61,3,164,3,0,0,0,RandD,medium
2545,0.63,0.62,3,183,3,0,0,0,RandD,medium
2546,0.83,0.8,4,274,3,0,0,0,RandD,high
2547,0.62,0.78,4,261,2,0,0,0,marketing,low
2548,0.28,0.38,5,139,4,0,0,0,support,medium
2549,0.39,0.56,6,228,5,0,0,0,technical,medium
2550,0.62,0.63,3,230,2,0,0,0,management,medium
2551,0.79,0.54,5,212,4,0,0,0,marketing,medium
2552,0.37,0.88,4,155,3,0,0,0,sales,medium
2553,0.68,0.55,4,215,4,0,0,0,sales,high
2554,0.9,0.51,4,214,2,0,0,0,sales,low
2555,0.83,0.86,3,165,3,0,0,0,sales,low
2556,0.83,0.73,5,136,3,0,0,0,sales,low
2557,0.94,0.71,4,151,2,1,0,0,sales,low
2558,0.69,0.9,5,226,4,0,0,0,sales,high
2559,0.81,0.81,5,215,2,0,0,0,sales,low
2560,0.18,0.64,3,223,4,1,0,0,sales,low
2561,0.76,0.65,3,220,3,0,0,0,sales,low
2562,0.78,0.87,3,190,3,0,0,0,sales,low
2563,0.71,0.56,3,198,3,0,0,0,sales,medium
2564,0.76,0.61,3,141,2,0,0,0,sales,medium
2565,0.44,0.81,3,248,2,0,0,0,accounting,medium
2566,0.26,0.69,2,168,5,0,0,0,accounting,medium
2567,0.79,0.71,4,271,3,0,0,0,hr,medium
2568,0.63,1.0,5,244,2,0,0,0,hr,medium
2569,0.76,0.81,3,225,3,0,0,0,technical,medium
2570,0.26,0.9,4,266,5,0,0,0,technical,medium
2571,0.53,0.45,4,180,3,0,0,0,technical,medium
2572,0.71,0.68,4,221,4,0,0,0,technical,medium
2573,0.5,0.65,3,215,2,0,0,0,technical,low
2574,0.88,0.89,2,160,4,0,0,0,support,low
2575,0.69,0.89,5,201,2,0,0,0,support,low
2576,0.57,0.96,4,264,2,0,0,0,support,low
2577,0.68,0.8,4,186,3,1,0,0,support,low
2578,0.7,0.9,4,216,3,0,0,0,support,low
2579,0.71,0.76,4,142,2,1,0,0,support,low
2580,0.2,0.93,4,101,5,0,0,0,support,low
2581,0.57,0.5,4,230,2,0,0,0,technical,low
2582,0.83,0.48,3,242,4,0,0,0,technical,low
2583,0.54,0.84,3,132,3,0,0,0,IT,low
2584,0.64,0.61,4,191,4,0,0,0,IT,low
2585,0.23,0.84,5,140,4,0,0,0,IT,low
2586,0.88,0.87,5,257,3,0,0,0,IT,medium
2587,0.83,0.54,4,219,3,0,0,0,product_mng,medium
2588,0.49,0.61,3,181,3,0,0,0,product_mng,medium
2589,0.55,0.49,3,191,3,0,0,0,IT,medium
2590,0.92,0.69,4,149,6,1,0,0,RandD,medium
2591,0.72,0.67,3,164,4,0,0,0,RandD,medium
2592,0.63,0.5,4,235,3,0,0,0,RandD,medium
2593,0.42,0.56,2,103,3,1,0,0,marketing,medium
